index,split,sequence,frame,image,steering,referenceYRatio,laneWidthPriorPx,imageWidth,imageHeight,status,eY,eyQuality,referenceY,imageCenterX,leftX,rightX,laneCenterX,laneWidthPx,inferredLaneWidthPx,yellowRunCount,leftRun,rightRun,yellowRunsJson,preview
1107,train,25杭州,995,E:\桌面\v-Net\dataset\26合并\25杭州\995_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,2,,,"[[0, 22], [201, 280]]",
1108,train,25杭州,996,E:\桌面\v-Net\dataset\26合并\25杭州\996_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.37840423583984373,0.6,259,320.0,243.1787109375,639.0,441.08935546875,395.8212890625,411.0226745605469,1,,,"[[202, 286]]",
1109,train,25杭州,997,E:\桌面\v-Net\dataset\26合并\25杭州\997_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.3808781385421753,0.6,259,320.0,244.7620086669922,639.0,441.8810043334961,394.2379913330078,411.0226745605469,1,,,"[[203, 287]]",
1110,train,25杭州,998,E:\桌面\v-Net\dataset\26合并\25杭州\998_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.3798722267150879,0.6,259,320.0,244.11822509765625,639.0,441.5591125488281,394.88177490234375,411.0226745605469,1,,,"[[201, 289]]",
1111,train,25杭州,1000,E:\桌面\v-Net\dataset\26合并\25杭州\1000_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,ok,0.05337417125701904,1.0,259,320.0,175.43016052246094,498.72930908203125,337.0797348022461,323.2991485595703,,3,"[145, 205]","[482, 516]","[[0, 64], [145, 205], [482, 516]]",
1112,train,25杭州,1003,E:\桌面\v-Net\dataset\26合并\25杭州\1003_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.3421192169189453,0.6,259,320.0,223.96681213378906,634.9894866943359,429.4781494140625,411.0226745605469,411.0226745605469,1,,,"[[199, 251]]",
1113,train,25杭州,1004,E:\桌面\v-Net\dataset\26合并\25杭州\1004_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.28196239471435547,0.6,259,320.0,204.7166290283203,615.7393035888672,410.22796630859375,411.0226745605469,411.0226745605469,1,,,"[[175, 235]]",
1114,train,25杭州,1005,E:\桌面\v-Net\dataset\26合并\25杭州\1005_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.12116942405700684,0.6,259,320.0,153.26287841796875,564.2855529785156,358.7742156982422,411.0226745605469,411.0226745605469,1,,,"[[124, 184]]",
1115,train,25杭州,1006,E:\桌面\v-Net\dataset\26合并\25杭州\1006_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.03485236167907715,0.6,259,320.0,125.64141845703125,536.6640930175781,331.1527557373047,411.0226745605469,411.0226745605469,1,,,"[[95, 157]]",
1116,train,25杭州,1007,E:\桌面\v-Net\dataset\26合并\25杭州\1007_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,-0.15519819259643555,0.6,259,320.0,64.82524108886719,475.84791564941406,270.3365783691406,411.0226745605469,411.0226745605469,1,,,"[[33, 98]]",
1117,train,25杭州,1008,E:\桌面\v-Net\dataset\26合并\25杭州\1008_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,-0.25862292647361756,0.6,259,320.0,31.729326248168945,442.7520008087158,237.24066352844238,411.0226745605469,411.0226745605469,1,,,"[[0, 67]]",
1118,train,25杭州,1009,E:\桌面\v-Net\dataset\26合并\25杭州\1009_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1119,train,25杭州,1013,E:\桌面\v-Net\dataset\26合并\25杭州\1013_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1120,train,25杭州,1017,E:\桌面\v-Net\dataset\26合并\25杭州\1017_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1121,train,25杭州,1019,E:\桌面\v-Net\dataset\26合并\25杭州\1019_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1122,train,25杭州,1021,E:\桌面\v-Net\dataset\26合并\25杭州\1021_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1123,train,25杭州,1022,E:\桌面\v-Net\dataset\26合并\25杭州\1022_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1124,train,25杭州,1023,E:\桌面\v-Net\dataset\26合并\25杭州\1023_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,ok,0.1383275270462036,1.0,259,320.0,254.18284606933594,474.3467712402344,364.26480865478516,220.16392517089844,,3,"[232, 280]","[457, 492]","[[68, 114], [232, 280], [457, 492]]",
1125,train,25杭州,1024,E:\桌面\v-Net\dataset\26合并\25杭州\1024_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1126,train,25杭州,1025,E:\桌面\v-Net\dataset\26合并\25杭州\1025_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1127,train,25杭州,1028,E:\桌面\v-Net\dataset\26合并\25杭州\1028_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,inferred_missing_right,-0.32586040496826174,0.6,259,320.0,10.213333129882812,421.2360076904297,215.72467041015625,411.0226745605469,411.0226745605469,1,,,"[[0, 21]]",
1128,train,25杭州,1029,E:\桌面\v-Net\dataset\26合并\25杭州\1029_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,inferred_missing_right,-0.2557819724082947,0.6,259,320.0,32.638431549072266,443.66110610961914,238.1497688293457,411.0226745605469,411.0226745605469,1,,,"[[14, 50]]",
1129,train,25杭州,1030,E:\桌面\v-Net\dataset\26合并\25杭州\1030_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,inferred_missing_right,-0.2129904508590698,0.6,259,320.0,46.33171844482422,457.3543930053711,251.84305572509766,411.0226745605469,411.0226745605469,1,,,"[[29, 62]]",
1130,train,25杭州,1031,E:\桌面\v-Net\dataset\26合并\25杭州\1031_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,inferred_missing_right,-0.11090207099914551,0.6,259,320.0,79.0,490.0226745605469,284.51133728027344,411.0226745605469,411.0226745605469,1,,,"[[72, 86]]",
1131,train,25杭州,1032,E:\桌面\v-Net\dataset\26合并\25杭州\1032_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1132,train,25杭州,1033,E:\桌面\v-Net\dataset\26合并\25杭州\1033_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1133,train,25杭州,1034,E:\桌面\v-Net\dataset\26合并\25杭州\1034_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,ok,0.08599464893341065,1.0,259,320.0,238.0308074951172,457.0057678222656,347.5182876586914,218.97496032714844,,3,"[211, 259]","[442, 472]","[[45, 91], [211, 259], [442, 472]]",
1134,train,25杭州,1036,E:\桌面\v-Net\dataset\26合并\25杭州\1036_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1135,train,25杭州,1037,E:\桌面\v-Net\dataset\26合并\25杭州\1037_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1136,train,25杭州,1038,E:\桌面\v-Net\dataset\26合并\25杭州\1038_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1137,train,25杭州,1040,E:\桌面\v-Net\dataset\26合并\25杭州\1040_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1138,train,25杭州,1042,E:\桌面\v-Net\dataset\26合并\25杭州\1042_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1139,train,25杭州,1045,E:\桌面\v-Net\dataset\26合并\25杭州\1045_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,ok,0.0896082878112793,1.0,259,320.0,281.83685302734375,415.512451171875,348.6746520996094,133.67559814453125,,4,"[274, 291]","[402, 429]","[[17, 64], [213, 230], [274, 291], [402, 429]]",
1140,train,25杭州,1046,E:\桌面\v-Net\dataset\26合并\25杭州\1046_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1141,train,25杭州,1048,E:\桌面\v-Net\dataset\26合并\25杭州\1048_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1142,train,25杭州,1049,E:\桌面\v-Net\dataset\26合并\25杭州\1049_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1143,train,25杭州,1050,E:\桌面\v-Net\dataset\26合并\25杭州\1050_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1144,train,25杭州,1051,E:\桌面\v-Net\dataset\26合并\25杭州\1051_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1145,train,25杭州,1052,E:\桌面\v-Net\dataset\26合并\25杭州\1052_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1146,train,25杭州,1053,E:\桌面\v-Net\dataset\26合并\25杭州\1053_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1147,train,25杭州,1054,E:\桌面\v-Net\dataset\26合并\25杭州\1054_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1148,train,25杭州,1055,E:\桌面\v-Net\dataset\26合并\25杭州\1055_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1149,train,25杭州,1057,E:\桌面\v-Net\dataset\26合并\25杭州\1057_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1150,train,25杭州,1058,E:\桌面\v-Net\dataset\26合并\25杭州\1058_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,inferred_missing_left,-0.39544405937194826,0.6,259,320.0,0.0,386.9158020019531,193.45790100097656,386.9158020019531,411.0226745605469,1,,,"[[381, 394]]",
1151,train,25杭州,1059,E:\桌面\v-Net\dataset\26合并\25杭州\1059_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,inferred_missing_left,-0.314479398727417,0.6,259,320.0,13.855255126953125,424.8779296875,219.36659240722656,411.0226745605469,411.0226745605469,1,,,"[[414, 441]]",
1152,train,25杭州,1060,E:\桌面\v-Net\dataset\26合并\25杭州\1060_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,ok,-0.24093532413244248,1.0,259,320.0,14.962616920471191,470.8387756347656,242.9006962776184,455.87615871429443,,2,"[0, 34]","[452, 493]","[[0, 34], [452, 493]]",
1153,train,25杭州,1061,E:\桌面\v-Net\dataset\26合并\25杭州\1061_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,ok,-0.18619566559791564,1.0,259,320.0,24.29476547241211,496.5400085449219,260.417387008667,472.24524307250977,,2,"[0, 54]","[473, 521]","[[0, 54], [473, 521]]",
1154,train,25杭州,1062,E:\桌面\v-Net\dataset\26合并\25杭州\1062_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,ok,-0.06851439476013184,1.0,259,320.0,42.827301025390625,553.323486328125,298.0753936767578,510.4961853027344,,2,"[0, 89]","[527, 576]","[[0, 89], [527, 576]]",
1155,train,25杭州,1063,E:\桌面\v-Net\dataset\26合并\25杭州\1063_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,ok,0.0017169058322906495,1.0,259,320.0,57.903934478759766,583.1948852539062,320.549409866333,525.2909507751465,,2,"[9, 107]","[559, 604]","[[9, 107], [559, 604]]",
1156,train,25杭州,1064,E:\桌面\v-Net\dataset\26合并\25杭州\1064_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,ok,0.14294523000717163,1.0,259,320.0,99.07320404052734,632.4117431640625,365.7424736022949,533.3385391235352,,2,"[47, 150]","[624, 639]","[[47, 150], [624, 639]]",
1157,train,25杭州,1066,E:\桌面\v-Net\dataset\26合并\25杭州\1066_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.15543069839477539,0.6,259,320.0,164.2264862060547,575.2491607666016,369.7378234863281,411.0226745605469,411.0226745605469,1,,,"[[110, 218]]",
1158,train,25杭州,1067,E:\桌面\v-Net\dataset\26合并\25杭州\1067_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,ok,-0.025264787673950195,1.0,259,320.0,248.48419189453125,375.3463439941406,311.91526794433594,126.86215209960938,,3,"[226, 271]","[358, 393]","[[0, 12], [226, 271], [358, 393]]",
1159,train,25杭州,1068,E:\桌面\v-Net\dataset\26合并\25杭州\1068_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.18328871726989746,0.6,259,320.0,173.14105224609375,584.1637268066406,378.6523895263672,411.0226745605469,411.0226745605469,1,,,"[[119, 228]]",
1160,train,25杭州,1069,E:\桌面\v-Net\dataset\26合并\25杭州\1069_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.2737410545349121,0.6,259,320.0,202.08580017089844,613.1084747314453,407.5971374511719,411.0226745605469,411.0226745605469,1,,,"[[149, 255]]",
1161,train,25杭州,1070,E:\桌面\v-Net\dataset\26合并\25杭州\1070_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.33054485321044924,0.6,259,320.0,220.2630157470703,631.2856903076172,425.77435302734375,411.0226745605469,411.0226745605469,1,,,"[[169, 271]]",
1162,train,25杭州,1071,E:\桌面\v-Net\dataset\26合并\25杭州\1071_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.37395586967468264,0.6,259,320.0,240.33175659179688,639.0,439.66587829589844,398.6682434082031,411.0226745605469,1,,,"[[192, 288]]",
1163,train,25杭州,1072,E:\桌面\v-Net\dataset\26合并\25杭州\1072_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.38685011863708496,0.6,259,320.0,248.58407592773438,639.0,443.7920379638672,390.4159240722656,411.0226745605469,1,,,"[[202, 295]]",
1164,train,25杭州,1074,E:\桌面\v-Net\dataset\26合并\25杭州\1074_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.4015179634094238,0.6,259,320.0,257.97149658203125,639.0,448.4857482910156,381.02850341796875,411.0226745605469,1,,,"[[217, 298]]",
1165,train,25杭州,1076,E:\桌面\v-Net\dataset\26合并\25杭州\1076_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,ok,0.3848406314849854,1.0,259,320.0,256.4117126464844,629.8862915039062,443.1490020751953,373.4745788574219,,2,"[226, 284]","[615, 639]","[[226, 284], [615, 639]]",
1166,train,25杭州,1077,E:\桌面\v-Net\dataset\26合并\25杭州\1077_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,ok,0.3397019624710083,1.0,259,320.0,243.0701446533203,614.339111328125,428.70462799072266,371.2689666748047,,2,"[219, 266]","[590, 639]","[[219, 266], [590, 639]]",
1167,train,25杭州,1078,E:\桌面\v-Net\dataset\26合并\25杭州\1078_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,narrow_lane_width,,0.0,259,320.0,282.6229553222656,348.5979919433594,,65.97503662109375,,3,,,"[[213, 239], [277, 289], [331, 367]]",
1168,train,25杭州,1080,E:\桌面\v-Net\dataset\26合并\25杭州\1080_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,ok,0.2303471803665161,1.0,259,320.0,210.4954376220703,576.9267578125,393.71109771728516,366.4313201904297,,2,"[191, 229]","[552, 602]","[[191, 229], [552, 602]]",
1169,train,25杭州,1081,E:\桌面\v-Net\dataset\26合并\25杭州\1081_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,ok,0.18544464111328124,1.0,259,320.0,195.783935546875,562.900634765625,379.34228515625,367.11669921875,,2,"[177, 213]","[538, 588]","[[177, 213], [538, 588]]",
1170,train,25杭州,1082,E:\桌面\v-Net\dataset\26合并\25杭州\1082_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,ok,0.08306939601898193,1.0,259,320.0,157.8677215576172,535.2966918945312,346.5822067260742,377.42897033691406,,2,"[138, 176]","[510, 561]","[[138, 176], [510, 561]]",
1171,train,25杭州,1084,E:\桌面\v-Net\dataset\26合并\25杭州\1084_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,ok,-0.12297321557998657,1.0,259,320.0,68.16448211669922,493.1326599121094,280.6485710144043,424.96817779541016,,2,"[21, 105]","[467, 520]","[[21, 105], [467, 520]]",
1172,train,25杭州,1085,E:\桌面\v-Net\dataset\26合并\25杭州\1085_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,ok,-0.20353379249572753,1.0,259,320.0,32.501190185546875,477.2371826171875,254.8691864013672,444.7359924316406,,2,"[0, 72]","[449, 505]","[[0, 72], [449, 505]]",
1173,train,25杭州,1086,E:\桌面\v-Net\dataset\26合并\25杭州\1086_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_left,-0.2507642269134521,0.6,259,320.0,34.244110107421875,445.26678466796875,239.7554473876953,411.0226745605469,411.0226745605469,1,,,"[[416, 475]]",
1174,train,25杭州,1088,E:\桌面\v-Net\dataset\26合并\25杭州\1088_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.4029833316802979,0.6,259,320.0,258.9093322753906,639.0,448.9546661376953,380.0906677246094,411.0226745605469,1,,,"[[228, 296]]",
1175,train,25杭州,1089,E:\桌面\v-Net\dataset\26合并\25杭州\1089_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,ok,0.047039914131164554,1.0,259,320.0,191.64222717285156,478.46331787109375,335.05277252197266,286.8210906982422,,3,"[175, 205]","[466, 490]","[[83, 130], [175, 205], [466, 490]]",
1176,train,25杭州,1090,E:\桌面\v-Net\dataset\26合并\25杭州\1090_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.3816728115081787,0.6,259,320.0,245.27059936523438,639.0,442.1352996826172,393.7294006347656,411.0226745605469,1,,,"[[209, 281]]",
1177,train,25杭州,1091,E:\桌面\v-Net\dataset\26合并\25杭州\1091_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.3439194679260254,0.6,259,320.0,224.5428924560547,635.5655670166016,430.0542297363281,411.0226745605469,411.0226745605469,1,,,"[[199, 251]]",
1178,train,25杭州,1092,E:\桌面\v-Net\dataset\26合并\25杭州\1092_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.28017168045043944,0.6,259,320.0,204.1436004638672,615.1662750244141,409.6549377441406,411.0226745605469,411.0226745605469,1,,,"[[179, 230]]",
1179,train,25杭州,1094,E:\桌面\v-Net\dataset\26合并\25杭州\1094_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,0.035822701454162595,0.6,259,320.0,125.9519271850586,536.9746017456055,331.46326446533203,411.0226745605469,411.0226745605469,1,,,"[[99, 155]]",
1180,train,25杭州,1095,E:\桌面\v-Net\dataset\26合并\25杭州\1095_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,-0.15613317489624023,0.6,259,320.0,64.52604675292969,475.54872131347656,270.0373840332031,411.0226745605469,411.0226745605469,1,,,"[[37, 94]]",
1181,train,25杭州,1096,E:\桌面\v-Net\dataset\26合并\25杭州\1096_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,inferred_missing_right,-0.2396457314491272,0.6,259,320.0,37.80202865600586,448.82470321655273,243.3133659362793,411.0226745605469,411.0226745605469,1,,,"[[6, 71]]",
1182,train,25杭州,1097,E:\桌面\v-Net\dataset\26合并\25杭州\1097_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1183,train,25杭州,1099,E:\桌面\v-Net\dataset\26合并\25杭州\1099_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1184,train,25杭州,1100,E:\桌面\v-Net\dataset\26合并\25杭州\1100_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,ok,0.15723590850830077,1.0,259,320.0,259.4651184082031,481.1658630371094,370.31549072265625,221.70074462890625,,4,"[254, 266]","[465, 498]","[[81, 129], [191, 198], [254, 266], [465, 498]]",
1185,train,25杭州,1102,E:\桌面\v-Net\dataset\26合并\25杭州\1102_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1186,train,25杭州,1103,E:\桌面\v-Net\dataset\26合并\25杭州\1103_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1187,train,25杭州,1104,E:\桌面\v-Net\dataset\26合并\25杭州\1104_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1188,train,25杭州,1105,E:\桌面\v-Net\dataset\26合并\25杭州\1105_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1189,train,25杭州,1106,E:\桌面\v-Net\dataset\26合并\25杭州\1106_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1190,train,25杭州,1107,E:\桌面\v-Net\dataset\26合并\25杭州\1107_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1191,train,25杭州,1108,E:\桌面\v-Net\dataset\26合并\25杭州\1108_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1192,train,25杭州,1111,E:\桌面\v-Net\dataset\26合并\25杭州\1111_-1.5000.jpg,-1.5,0.54,411.0226745605469,640,480,ok,0.12506566047668458,1.0,259,320.0,248.49227905273438,471.54974365234375,360.02101135253906,223.05746459960938,,3,"[231, 271]","[454, 490]","[[63, 111], [231, 271], [454, 490]]",
1193,train,25杭州,1112,E:\桌面\v-Net\dataset\26合并\25杭州\1112_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1194,train,25杭州,1113,E:\桌面\v-Net\dataset\26合并\25杭州\1113_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1195,train,25杭州,1114,E:\桌面\v-Net\dataset\26合并\25杭州\1114_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1196,train,25杭州,1115,E:\桌面\v-Net\dataset\26合并\25杭州\1115_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,inferred_missing_right,-0.3373074486851692,0.6,259,320.0,6.550279140472412,417.5729537010193,212.06161642074585,411.0226745605469,411.0226745605469,1,,,"[[0, 15]]",
1197,train,25杭州,1116,E:\桌面\v-Net\dataset\26合并\25杭州\1116_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,inferred_missing_right,-0.28407720327377317,0.6,259,320.0,23.58395767211914,434.606632232666,229.09529495239258,411.0226745605469,411.0226745605469,1,,,"[[0, 45]]",
1198,train,25杭州,1118,E:\桌面\v-Net\dataset\26合并\25杭州\1118_1.6400.jpg,1.64,0.54,411.0226745605469,640,480,inferred_missing_right,-0.14644956588745117,0.6,259,320.0,67.62480163574219,478.64747619628906,273.1361389160156,411.0226745605469,411.0226745605469,1,,,"[[47, 87]]",
1199,train,25杭州,1120,E:\桌面\v-Net\dataset\26合并\25杭州\1120_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,inferred_missing_right,-0.051071333885192874,0.6,259,320.0,98.14583587646484,509.1685104370117,303.6571731567383,411.0226745605469,411.0226745605469,1,,,"[[82, 114]]",
1200,train,25杭州,1121,E:\桌面\v-Net\dataset\26合并\25杭州\1121_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1201,train,25杭州,1123,E:\桌面\v-Net\dataset\26合并\25杭州\1123_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1202,train,25杭州,1125,E:\桌面\v-Net\dataset\26合并\25杭州\1125_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1203,train,25杭州,1127,E:\桌面\v-Net\dataset\26合并\25杭州\1127_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1204,train,25杭州,1128,E:\桌面\v-Net\dataset\26合并\25杭州\1128_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1205,train,25杭州,1131,E:\桌面\v-Net\dataset\26合并\25杭州\1131_0.0000.jpg,0.0,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1206,train,25杭州,1132,E:\桌面\v-Net\dataset\26合并\25杭州\1132_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1207,train,25杭州,1134,E:\桌面\v-Net\dataset\26合并\25杭州\1134_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1208,train,25杭州,1136,E:\桌面\v-Net\dataset\26合并\25杭州\1136_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1209,train,25杭州,1137,E:\桌面\v-Net\dataset\26合并\25杭州\1137_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
1210,train,25杭州,1139,E:\桌面\v-Net\dataset\26合并\25杭州\1139_1.5000.jpg,1.5,0.54,411.0226745605469,640,480,insufficient_yellow_edges,,0.0,259,320.0,,,,,,0,,,[],
